student_id,Accounting_Score,Business_Studies_Score,Economics_Score,Attendance_Percentage,Subject_Average,risk_level
COM0069,70.5,50.7,67.3,84.5,62.82,Medium Risk
COM0070,72.7,94.8,97.0,77.4,88.16,Low Risk
COM0071,74.3,71.6,75.5,72.2,73.78,Medium Risk
COM0072,62.8,33.3,62.7,69.5,52.95,Medium Risk
COM0073,65.9,81.2,68.9,93.7,71.99,Low Risk
COM0074,82.8,86.2,83.0,68.1,83.98,Medium Risk
COM0075,73.1,76.0,90.9,85.0,79.98,Low Risk
COM0076,100.0,73.0,73.7,51.2,82.24,Low Risk
COM0077,72.5,83.2,69.8,99.2,75.16,Low Risk
COM0078,78.3,72.6,94.9,67.8,81.91,Medium Risk
COM0079,75.2,67.9,50.8,50.2,64.64,High Risk
COM0080,50.4,55.5,64.5,88.3,56.78,Medium Risk
COM0081,50.9,49.4,61.3,59.9,53.88,High Risk
COM0082,67.6,82.8,54.2,69.6,68.2,High Risk
COM0083,90.9,84.3,83.7,100.0,86.28,Low Risk
COM0084,51.7,71.2,62.6,81.9,61.85,Low Risk
COM0085,43.1,52.8,35.3,69.5,43.73,High Risk
COM0086,74.5,72.9,67.7,87.7,71.71,Low Risk
COM0087,74.2,51.5,78.9,64.9,68.19,Medium Risk
COM0088,60.6,79.8,64.3,100.0,68.23,Low Risk
COM0089,66.5,80.5,58.6,62.1,68.53,High Risk
COM0090,61.2,78.6,53.4,77.2,64.4,Medium Risk
COM0091,55.3,60.3,46.6,66.1,54.09,Medium Risk
COM0092,64.1,56.7,57.3,100.0,59.39,Low Risk
COM0093,67.4,58.4,53.3,71.6,59.71,Medium Risk
COM0094,76.3,83.5,92.2,87.3,84.02,Low Risk
COM0095,69.6,75.5,78.5,76.8,74.54,Medium Risk
COM0096,33.0,71.0,62.6,70.8,55.58,Medium Risk
COM0097,98.0,72.2,89.3,80.6,86.5,Low Risk
COM0098,59.0,81.4,48.5,62.5,62.97,Medium Risk
COM0099,78.4,74.9,58.0,100.0,70.4,Medium Risk
COM0100,89.5,64.6,76.0,74.8,76.7,Low Risk
COM0101,23.6,39.7,27.5,58.6,30.27,High Risk
COM0102,61.9,66.4,54.2,83.4,60.86,Medium Risk
COM0103,62.3,74.3,62.4,88.8,66.34,Medium Risk
COM0104,65.7,59.0,70.9,88.8,65.22,Low Risk
COM0105,82.6,75.7,70.5,63.6,76.25,Medium Risk
COM0106,90.6,63.0,64.6,77.6,72.73,Medium Risk
COM0107,55.1,51.4,48.7,76.0,51.72,High Risk
COM0108,91.4,82.1,72.0,91.3,81.84,Low Risk
COM0109,69.1,56.6,74.4,81.6,66.71,Low Risk
COM0110,71.8,83.1,60.8,90.4,71.87,Low Risk
COM0111,67.6,59.5,47.2,84.8,58.11,Medium Risk
COM0112,86.2,83.1,99.8,78.8,89.69,Low Risk
COM0113,35.7,65.0,57.2,65.5,52.61,High Risk
COM0114,76.9,78.0,59.7,95.0,71.53,Low Risk
COM0115,30.5,37.5,43.4,64.4,37.14,High Risk
COM0116,40.2,60.5,42.5,74.5,47.72,Medium Risk
COM0117,64.3,84.8,33.6,89.4,60.88,Medium Risk
COM0118,58.6,65.0,68.6,79.4,64.08,High Risk
COM0119,57.7,58.5,70.1,66.0,62.09,Medium Risk
COM0120,66.2,61.1,74.4,58.2,67.23,High Risk
COM0121,55.0,73.9,34.2,79.1,54.38,Medium Risk
COM0122,54.3,55.6,77.1,84.2,62.33,Medium Risk
COM0123,72.4,68.0,54.4,62.1,64.94,High Risk
COM0124,94.0,83.4,68.3,71.0,81.91,Low Risk
COM0125,37.8,39.8,59.3,81.9,45.64,Medium Risk
COM0126,60.1,68.4,71.4,69.1,66.63,High Risk
COM0127,51.6,61.6,44.0,79.9,52.41,High Risk
COM0128,44.3,61.1,42.0,92.1,49.14,Medium Risk
COM0129,50.4,74.7,73.4,83.3,66.18,Medium Risk
COM0130,81.9,85.0,82.8,83.1,83.2,Low Risk
COM0131,53.1,53.4,34.1,81.9,46.9,Medium Risk
COM0132,56.1,50.6,69.9,88.4,58.85,Medium Risk
COM0133,68.4,70.0,70.1,79.3,69.5,Medium Risk
COM0134,60.3,96.2,80.9,82.7,79.14,Medium Risk
COM0135,66.3,67.8,63.3,79.0,65.82,High Risk
COM0136,100.0,86.8,100.0,88.0,95.61,Low Risk
COM0137,52.0,66.7,63.7,100.0,60.78,Low Risk
COM0138,48.4,46.9,62.5,77.3,52.58,Medium Risk
COM0139,68.6,52.4,65.8,89.0,62.26,Low Risk
COM0140,85.8,78.7,64.2,83.3,76.23,Low Risk
COM0141,59.2,73.3,87.2,81.2,73.23,Low Risk
COM0142,86.5,60.8,41.3,60.5,62.88,Medium Risk
COM0143,77.6,58.9,57.7,97.8,64.74,Medium Risk
COM0144,66.7,79.1,72.0,70.6,72.57,Medium Risk
COM0145,89.3,73.3,69.2,64.4,77.28,Medium Risk
COM0146,69.8,60.9,59.5,56.1,63.36,Medium Risk
COM0147,70.0,66.9,75.2,83.1,70.69,Medium Risk
COM0148,51.3,83.7,51.4,75.3,62.12,Medium Risk
COM0149,82.4,82.8,73.0,73.4,79.4,Low Risk
COM0150,87.7,95.0,75.7,72.3,86.15,Low Risk
COM0151,100.0,60.0,86.6,90.8,82.2,Low Risk
COM0152,79.3,63.5,80.5,73.1,74.42,Medium Risk
COM0153,64.3,59.9,64.6,79.4,62.95,Medium Risk
COM0154,65.6,51.5,44.3,79.5,53.83,Medium Risk
COM0155,51.9,55.2,40.5,62.0,49.19,High Risk
COM0156,59.9,59.3,47.8,70.0,55.69,High Risk
COM0157,39.7,45.5,47.1,78.9,44.09,High Risk
COM0158,63.8,72.5,72.3,80.0,69.53,Low Risk
COM0159,39.5,69.7,58.6,100.0,55.94,Low Risk
COM0160,43.3,61.9,53.5,68.3,52.89,High Risk
COM0161,70.7,61.2,46.2,75.7,59.38,High Risk
COM0162,92.6,89.9,80.7,94.2,87.74,Low Risk
COM0163,60.2,74.7,44.7,91.0,59.85,Medium Risk
COM0164,65.0,68.0,62.7,77.1,65.23,Medium Risk
COM0165,61.5,71.9,62.6,64.2,65.31,Medium Risk
COM0166,87.6,86.5,98.0,65.3,90.69,Medium Risk
COM0167,65.2,72.6,87.9,77.8,75.24,Low Risk
COM0168,64.2,60.8,47.1,68.7,57.38,High Risk
COM0169,45.5,49.1,44.3,74.3,46.3,Medium Risk
COM0170,61.0,66.7,68.8,96.3,65.51,High Risk
COM0171,74.1,48.9,54.7,72.8,59.23,Low Risk
COM0172,73.5,86.6,70.7,88.8,76.96,Low Risk
COM0173,41.9,47.0,46.9,69.4,45.25,High Risk
COM0174,91.2,90.9,100.0,78.7,94.05,Low Risk
COM0175,73.7,77.7,64.5,78.1,71.99,Medium Risk
COM0176,57.8,68.2,56.4,78.7,60.81,Medium Risk
COM0177,45.3,66.9,25.5,83.6,45.88,High Risk
COM0178,100.0,100.0,100.0,81.8,100.0,Low Risk
COM0179,95.2,67.9,85.2,71.8,82.72,Low Risk
COM0180,69.7,86.7,66.1,73.8,74.14,Medium Risk
COM0181,52.9,62.2,42.5,66.3,52.55,High Risk
COM0182,51.8,48.4,62.9,87.9,54.37,Medium Risk
COM0183,75.4,68.5,48.8,82.3,64.22,Medium Risk
COM0184,74.9,86.9,66.9,72.7,76.24,Medium Risk
COM0185,58.3,65.6,51.7,62.6,58.55,Medium Risk
COM0186,45.6,70.1,78.8,78.8,64.81,Medium Risk
COM0187,42.4,58.8,44.1,59.8,48.42,High Risk
COM0188,57.9,49.9,82.2,68.6,63.32,High Risk
COM0189,43.3,56.1,71.1,62.8,56.84,High Risk
COM0190,74.7,100.0,93.4,100.0,89.35,Low Risk
COM0191,39.0,32.7,26.9,62.5,32.85,High Risk
COM0192,64.8,50.1,73.3,68.1,62.72,Medium Risk
COM0193,89.4,79.5,89.2,73.7,86.03,Low Risk
COM0194,66.5,84.0,41.9,98.3,64.14,Medium Risk
COM0195,66.2,50.8,38.8,76.1,51.96,High Risk
COM0196,69.1,74.4,79.2,89.6,74.23,Low Risk
COM0197,63.9,64.0,53.8,96.2,60.58,Low Risk
COM0198,71.2,61.8,60.0,81.7,64.33,Medium Risk
COM0199,58.6,31.7,64.1,100.0,51.47,Medium Risk
COM0200,47.7,31.1,25.8,76.6,34.85,High Risk
COM0201,60.6,71.4,57.4,81.2,63.12,Low Risk
COM0202,33.9,48.9,33.4,70.5,38.73,High Risk
COM0203,44.8,67.9,66.5,81.7,59.75,Medium Risk
COM0204,67.6,96.0,62.6,96.7,75.39,Low Risk
COM0205,95.7,89.6,86.3,97.7,90.56,Low Risk
COM0206,67.4,61.8,45.3,88.4,58.19,Low Risk
COM0207,58.8,68.8,64.8,67.0,64.12,High Risk
COM0208,55.8,60.6,72.0,63.9,62.82,High Risk
COM0209,71.5,68.0,64.2,91.3,67.89,Low Risk
COM0210,46.0,48.8,28.6,91.3,41.11,Medium Risk
COM0211,68.9,90.3,85.5,70.0,81.57,Medium Risk
COM0212,44.7,48.6,46.2,75.5,46.48,High Risk
COM0213,97.3,100.0,100.0,92.3,99.09,Low Risk
COM0214,68.3,98.1,70.0,84.2,78.79,Low Risk
COM0215,44.3,58.4,15.5,80.7,39.41,High Risk
COM0216,60.9,68.8,73.7,49.0,67.81,High Risk
COM0217,97.6,68.8,78.7,72.4,81.66,Low Risk
COM0218,92.2,85.1,74.8,74.0,84.02,Low Risk
COM0219,42.1,62.0,53.6,47.8,52.58,High Risk
COM0220,60.0,54.3,36.9,85.3,50.41,High Risk
COM0221,68.3,77.2,66.7,84.7,70.74,Low Risk
COM0222,47.8,61.5,63.4,64.8,57.56,High Risk
COM0223,79.6,85.5,83.6,90.1,82.88,Low Risk
COM0224,70.1,94.4,71.3,74.4,78.57,Medium Risk
COM0225,62.7,67.8,60.7,91.3,63.75,Medium Risk
COM0226,90.8,75.9,60.1,90.6,75.59,Low Risk
COM0227,57.5,73.0,52.5,81.0,60.98,Low Risk
COM0228,62.7,84.8,64.8,73.2,70.78,Medium Risk
COM0229,85.8,73.1,75.2,94.9,78.03,Low Risk
COM0230,83.9,66.1,66.7,69.6,72.23,Medium Risk
COM0231,75.0,68.7,96.4,95.0,80.0,Low Risk
COM0232,50.3,61.4,54.6,67.4,55.43,High Risk
COM0233,60.9,76.1,61.0,87.3,66.0,Medium Risk
COM0234,49.2,56.8,58.9,64.9,54.95,High Risk
COM0235,46.9,52.2,51.2,92.5,50.11,Medium Risk
COM0236,50.9,55.6,60.0,75.5,55.51,High Risk
COM0237,84.0,81.1,64.1,90.7,76.4,Low Risk
COM0238,42.6,54.4,55.9,82.9,50.99,Medium Risk
COM0239,50.9,59.6,65.0,85.6,58.5,Medium Risk
COM0240,45.6,66.5,72.0,86.8,61.34,Low Risk
COM0241,76.6,57.9,60.6,68.4,65.04,Medium Risk
COM0242,47.6,67.7,31.3,69.7,48.89,High Risk
COM0243,71.7,61.4,21.4,94.8,51.46,Medium Risk
COM0244,70.4,54.1,37.7,98.0,54.07,Medium Risk
COM0245,80.7,85.0,88.2,83.1,84.66,Low Risk
COM0246,79.3,60.3,69.6,82.6,69.74,Low Risk
COM0247,71.7,80.2,63.6,99.8,71.85,Low Risk
COM0248,100.0,100.0,88.4,87.7,96.15,Low Risk
COM0249,35.0,74.4,48.9,78.9,52.78,Medium Risk
COM0250,76.2,62.4,83.4,58.6,74.01,Medium Risk
COM0251,75.6,81.3,57.5,79.1,71.46,Medium Risk
COM0252,82.2,87.8,100.0,76.1,89.99,Medium Risk
COM0253,42.4,62.0,66.9,84.9,57.08,Medium Risk
COM0254,46.1,78.9,81.4,82.8,68.81,Low Risk
COM0255,61.5,68.6,68.7,80.8,66.27,Medium Risk
COM0256,100.0,100.0,88.7,91.9,96.25,Low Risk
COM0257,43.8,66.8,51.8,64.0,54.14,High Risk
COM0258,46.3,37.8,61.0,63.0,48.36,High Risk
COM0259,55.0,64.0,60.1,79.6,59.71,Medium Risk
COM0260,70.4,51.5,54.5,81.7,58.77,High Risk
COM0261,57.1,77.3,63.4,52.5,65.95,High Risk
COM0262,59.2,36.6,40.2,75.6,45.32,High Risk
COM0263,46.4,36.2,67.9,72.3,50.19,High Risk
COM0264,65.1,57.4,58.4,73.0,60.31,High Risk
COM0265,100.0,57.4,78.1,68.0,78.5,Medium Risk
COM0266,55.9,63.6,69.5,69.0,63.01,Medium Risk
COM0267,60.3,54.8,78.0,90.3,64.37,Medium Risk
COM0268,61.6,44.2,56.2,88.2,54.0,Medium Risk
COM0269,80.6,97.3,97.7,100.0,91.88,Low Risk
COM0270,80.4,69.9,53.4,83.1,67.91,Medium Risk
COM0271,91.2,59.9,90.2,74.1,80.4,Medium Risk
COM0272,69.7,58.2,77.8,79.4,68.59,Medium Risk
COM0273,34.8,70.5,43.6,81.3,49.63,High Risk
COM0274,43.4,49.3,66.2,91.4,52.96,Medium Risk
COM0275,28.8,49.0,31.9,82.7,36.57,High Risk
COM0276,84.3,80.5,78.9,47.8,81.23,Low Risk
COM0277,75.4,89.8,64.0,81.2,76.43,Medium Risk
COM0278,73.5,68.2,66.3,86.6,69.33,Medium Risk
COM0279,35.4,38.5,44.2,84.6,39.36,High Risk
COM0280,62.6,47.9,35.6,76.9,48.7,Medium Risk
COM0281,70.8,71.7,77.9,70.8,73.46,Medium Risk
COM0282,100.0,91.2,85.4,75.2,92.2,Low Risk
COM0283,55.2,61.6,36.2,71.4,50.98,High Risk
COM0284,70.7,86.4,52.3,66.4,69.81,High Risk
COM0285,67.3,56.2,53.4,85.3,58.99,Medium Risk
COM0286,79.7,63.3,57.0,73.9,66.65,Low Risk
COM0287,96.4,100.0,92.4,74.5,96.29,Low Risk
COM0288,68.5,49.9,44.9,73.8,54.43,Medium Risk
COM0289,83.6,88.5,90.4,88.8,87.5,Low Risk
COM0290,75.9,86.6,71.4,67.4,77.99,Medium Risk
COM0291,62.6,69.1,52.8,70.6,61.54,Medium Risk
COM0292,90.8,92.2,74.8,55.8,85.93,High Risk
COM0293,76.1,69.5,81.0,75.1,75.52,Medium Risk
COM0294,64.9,46.5,45.2,80.4,52.21,High Risk
COM0295,63.3,71.0,98.8,75.4,77.69,Low Risk
COM0296,93.8,100.0,93.3,91.5,95.71,Low Risk
COM0297,72.9,72.3,82.7,94.0,75.96,Low Risk
COM0298,15.0,31.7,27.8,82.7,24.81,High Risk
COM0299,72.8,48.1,67.1,71.9,62.67,Medium Risk
COM0300,55.2,56.4,70.3,90.0,60.6,Medium Risk
COM0301,68.3,76.4,56.1,83.8,66.94,Medium Risk
COM0302,88.6,65.0,77.4,68.5,77.0,Medium Risk
COM0303,60.4,58.5,53.8,59.3,57.57,High Risk
COM0304,75.4,56.0,65.8,76.1,65.74,High Risk
COM0305,84.1,41.1,67.1,92.3,64.06,Low Risk
COM0306,95.8,92.7,96.0,81.0,94.83,Low Risk
COM0307,62.2,62.3,57.5,66.6,60.66,High Risk
COM0308,75.3,56.7,79.4,71.8,70.48,Medium Risk
COM0309,72.3,66.6,54.1,58.2,64.37,High Risk
COM0310,90.2,78.6,48.0,57.2,72.27,High Risk
COM0311,88.3,71.7,64.8,75.1,74.92,Medium Risk
COM0312,30.1,59.2,67.1,61.4,52.13,High Risk
COM0313,73.3,82.6,78.2,87.6,78.02,Low Risk
COM0314,65.9,60.0,58.2,65.2,61.34,High Risk
COM0315,85.8,94.4,91.8,84.0,90.67,Low Risk
COM0316,41.1,84.1,75.8,71.2,66.99,Low Risk
COM0317,47.0,68.7,60.7,78.2,58.77,Low Risk
COM0318,100.0,100.0,81.5,76.2,93.82,Low Risk
COM0319,22.2,25.1,28.0,67.2,25.08,High Risk
COM0320,70.4,90.0,77.9,92.8,79.43,Low Risk
COM0321,63.9,76.0,44.2,100.0,61.39,Low Risk
COM0322,98.6,85.3,74.0,73.1,85.95,Low Risk
COM0323,62.2,62.4,60.6,76.2,61.72,High Risk
COM0324,74.7,75.7,58.5,89.8,69.65,Low Risk
COM0325,60.2,77.0,58.4,81.6,65.2,Medium Risk
COM0326,42.8,34.3,44.2,56.1,40.42,High Risk
COM0327,47.5,79.0,50.3,67.7,58.93,High Risk
COM0328,55.4,72.2,51.7,67.2,59.77,High Risk
COM0329,60.9,54.3,53.0,81.6,56.07,Medium Risk
COM0330,66.1,75.1,85.9,84.7,75.69,Medium Risk
COM0331,72.6,70.2,38.3,69.2,60.37,High Risk
COM0332,51.8,48.8,57.4,70.3,52.68,High Risk
COM0333,54.5,36.7,34.3,55.1,41.84,High Risk
COM0334,73.4,54.4,73.5,76.6,67.1,Medium Risk
COM0335,59.7,45.6,79.5,71.7,61.6,High Risk
COM0336,76.7,92.4,58.7,70.0,75.94,Medium Risk
COM0337,79.9,73.0,81.1,90.4,77.97,Low Risk
COM0338,88.3,93.9,72.6,82.2,84.97,Low Risk
COM0339,69.5,80.7,79.3,85.6,76.5,Low Risk
COM0340,100.0,90.9,97.0,68.0,95.97,Medium Risk
COM0341,100.0,96.8,100.0,82.6,98.94,Low Risk
COM0342,23.5,46.3,26.9,83.8,32.26,High Risk
COM0343,40.7,46.2,42.8,82.6,43.26,Medium Risk
COM0344,55.7,54.7,79.7,83.0,63.37,Low Risk
COM0345,61.1,83.7,61.2,96.0,68.66,Low Risk
COM0346,66.6,76.9,69.2,82.7,70.91,Low Risk
COM0347,83.5,73.2,79.1,74.8,78.57,Medium Risk
COM0348,69.8,66.9,53.1,86.2,63.3,Medium Risk
COM0349,62.0,53.7,68.1,78.2,61.27,Medium Risk
COM0350,52.8,48.9,44.9,67.1,48.86,High Risk
COM0351,65.8,77.8,57.1,60.9,66.92,Medium Risk
COM0352,84.3,75.0,67.3,88.1,75.52,Medium Risk
COM0353,41.9,33.7,54.0,72.2,43.21,High Risk
COM0354,58.5,79.2,64.6,83.7,67.44,Low Risk
COM0355,64.7,63.3,76.3,62.1,68.12,High Risk
COM0356,86.8,67.8,61.2,97.1,71.93,Medium Risk
COM0357,88.0,84.2,66.6,70.1,79.62,Medium Risk
COM0358,40.6,54.3,56.0,89.8,50.3,High Risk
COM0359,45.1,34.2,61.4,73.3,46.89,High Risk
COM0360,61.8,86.8,71.8,66.5,73.46,High Risk
COM0361,75.8,63.1,95.8,83.6,78.22,Medium Risk
COM0362,49.9,59.9,60.3,84.9,56.69,Medium Risk
COM0363,100.0,68.2,90.8,90.1,86.34,Low Risk
COM0364,85.2,81.9,90.9,70.8,86.01,Low Risk
COM0365,61.6,57.6,75.3,81.1,64.86,Medium Risk
COM0366,83.2,85.6,93.3,77.7,87.36,Low Risk
COM0367,15.0,31.2,15.0,76.7,20.41,High Risk
COM0368,82.3,95.4,87.6,85.0,88.42,Low Risk
COM0369,64.8,54.4,55.9,84.4,58.38,Medium Risk
COM0370,93.7,60.5,73.6,85.2,75.9,Low Risk
COM0371,43.7,64.1,32.1,69.4,46.6,High Risk
COM0372,53.2,69.6,47.1,87.2,56.64,Medium Risk
COM0373,61.6,48.4,54.0,100.0,54.66,Medium Risk
COM0374,67.1,44.7,37.9,71.1,49.91,High Risk
COM0375,100.0,89.5,88.7,90.2,92.74,Low Risk
COM0376,79.7,96.1,77.7,95.3,84.5,Low Risk
COM0377,79.1,95.4,82.0,76.4,85.51,Low Risk
COM0378,45.5,47.3,52.3,62.1,48.37,Medium Risk
COM0379,57.0,78.9,64.0,75.3,66.64,Medium Risk
COM0380,38.5,23.5,43.6,65.6,35.19,High Risk
COM0381,49.4,71.7,73.4,99.0,64.86,Low Risk
COM0382,70.9,65.6,39.0,72.0,58.52,Medium Risk
COM0383,99.0,81.4,71.5,86.2,83.97,Low Risk
COM0384,65.6,58.3,47.5,68.3,57.11,Medium Risk
COM0385,15.0,34.4,36.7,61.8,28.68,High Risk
COM0386,54.8,62.4,51.4,68.8,56.22,Medium Risk
COM0387,69.0,55.1,48.9,66.5,57.65,High Risk
COM0388,93.3,100.0,82.0,99.8,91.78,Low Risk
COM0389,91.3,83.8,79.9,89.7,84.96,Low Risk
COM0390,60.1,75.1,66.5,83.3,67.25,Medium Risk
COM0391,47.4,78.1,49.0,71.1,58.16,High Risk
COM0392,68.9,76.3,60.3,83.2,68.51,Low Risk
COM0393,25.6,67.6,44.1,90.6,45.76,Medium Risk
COM0394,87.2,55.1,61.2,73.4,67.82,Medium Risk
COM0395,76.2,60.0,96.2,95.9,77.44,Low Risk
COM0396,67.9,59.7,53.3,84.0,60.31,High Risk
COM0397,70.7,75.6,75.5,100.0,73.91,Medium Risk
COM0398,51.7,85.1,70.5,79.5,69.09,Low Risk
COM0399,84.8,58.0,85.1,67.1,75.95,Medium Risk
COM0400,29.2,43.3,31.2,81.1,34.58,High Risk
COM0401,78.6,80.3,88.3,71.9,82.4,Low Risk
COM0402,82.7,77.9,73.7,71.5,78.09,Low Risk
COM0403,74.7,75.0,100.0,75.3,83.23,Low Risk
COM0404,62.0,72.5,72.3,71.3,68.95,Medium Risk
COM0405,65.0,82.0,49.3,67.5,65.44,Medium Risk
COM0406,76.2,100.0,78.8,81.5,84.99,Low Risk
COM0407,75.4,70.0,81.0,76.2,75.44,Low Risk
COM0408,58.6,50.9,52.2,75.7,53.89,High Risk
COM0409,79.1,96.9,75.2,94.0,83.76,Low Risk
COM0410,45.9,50.5,58.0,95.0,51.45,Low Risk
COM0411,91.9,92.4,64.0,91.2,82.77,Low Risk
COM0412,50.1,82.5,58.3,88.2,63.61,Medium Risk
COM0413,43.1,78.2,45.7,70.9,55.66,High Risk
COM0414,62.7,71.0,82.9,80.9,72.2,Medium Risk
COM0415,46.4,27.5,34.3,71.9,36.08,High Risk
COM0416,89.5,70.1,76.8,87.0,78.77,Low Risk
COM0417,67.2,63.9,65.5,54.7,65.54,High Risk
COM0418,60.4,58.0,57.8,82.5,58.73,Medium Risk
COM0419,90.8,81.2,67.0,65.8,79.67,Medium Risk
COM0420,77.3,82.4,57.3,94.2,72.35,Medium Risk
COM0421,92.3,68.5,75.4,72.2,78.72,Medium Risk
COM0422,83.4,63.6,68.9,62.9,71.98,Medium Risk
COM0423,79.7,94.8,57.9,78.7,77.44,Medium Risk
COM0424,73.6,77.0,74.0,73.8,74.88,Low Risk
COM0425,28.4,52.3,43.7,70.5,41.47,High Risk
COM0426,54.4,72.7,59.7,96.3,62.25,Low Risk
COM0427,74.9,64.8,60.1,67.3,66.58,Medium Risk
COM0428,81.4,86.7,70.3,73.7,79.46,Low Risk
COM0429,71.7,70.9,67.3,69.7,69.96,Medium Risk
COM0430,29.5,52.4,15.0,78.6,32.33,High Risk
COM0431,77.4,40.8,55.7,60.3,57.97,Medium Risk
COM0432,98.1,90.5,76.7,100.0,88.43,Low Risk
COM0433,60.7,52.9,41.7,79.3,51.78,Low Risk
COM0434,77.0,70.3,85.5,75.6,77.58,Low Risk
COM0435,47.3,81.9,64.8,53.1,64.66,Medium Risk
COM0436,75.1,83.2,44.7,100.0,67.66,Low Risk
COM0437,88.6,59.8,73.3,64.5,73.89,Medium Risk
COM0438,45.2,56.0,44.9,75.8,48.71,High Risk
COM0439,55.8,70.8,55.7,93.7,60.77,Low Risk
COM0440,72.9,57.9,66.1,79.9,65.65,Medium Risk
COM0441,51.8,50.0,59.9,81.6,53.87,Low Risk
COM0442,71.1,55.9,97.5,92.2,74.85,Low Risk
COM0443,82.8,77.7,93.8,78.0,84.77,Low Risk
COM0444,80.1,69.1,54.1,89.3,67.76,Low Risk
COM0445,61.9,81.3,66.7,72.5,70.0,Low Risk
COM0446,49.9,55.6,40.2,77.2,48.55,High Risk
